temps_ms,pi_valeur,erreur_avant,error_avant_relative,log10Error,ntotal,n_workers
5638,3.141649725,5.707141020705464E-5,1.8166064075476982E-5,-4.243581396111012,160000000,1
5255,3.141598425,5.771410207078276E-6,1.8370935512161378E-6,-5.238718056805652,160000000,1
5317,3.14160725,1.45964102067353E-5,4.646160084694005E-6,-4.835753940044423,160000000,1
5333,3.141612875,2.0221410206744395E-5,6.436633350868985E-6,-4.694188560730601,160000000,1
5432,3.14157655,-1.610358979320381E-5,-5.125958109537012E-6,-4.79307730076328,160000000,1
5932,3.141473725,-1.1892858979312138E-4,-3.7857579023081394E-5,-3.9247137307736115,160000000,1
5963,3.141681825,8.917141020692299E-5,2.8383335797196136E-5,-4.049774365126195,160000000,1
5453,3.141846225,2.535714102069875E-4,8.070777245216305E-5,-3.5958997140761184,160000000,1
5891,3.141588425,-4.228589792987236E-6,-1.3460037474473558E-6,-5.3738044428461995,160000000,1
5922,3.1414738,-1.188535897931331E-4,-3.7833703974590876E-5,-3.9249876965289467,160000000,1
5312,3.1415516,-4.105358979300533E-5,-1.306793426312187E-5,-4.386648861464651,160000000,1
6218,3.141602125,9.471410206796094E-6,3.0148344156713015E-6,-5.0235853536858635,160000000,1
6265,3.141363675,-2.2897858979309405E-4,-7.289146163348758E-5,-3.6402051236400843,160000000,1
5515,3.141574475,-1.8178589793027555E-5,-5.7864583309066885E-6,-4.7404398102703285,160000000,1
5546,3.141403,-1.896535897931706E-4,-6.0372257170815267E-5,-3.722038932488687,160000000,1
5593,3.141818125,2.2547141020679007E-4,7.176462838910833E-5,-3.6469085188707044,160000000,1
5593,3.141680375,8.772141020685353E-5,2.7921812449445477E-5,-4.056894395232864,160000000,1
5531,3.141592575,-7.858979289565582E-8,-2.5015908657619556E-8,-7.104633855702938,160000000,1
5531,3.1415427,-4.995358979309472E-5,-1.5900974318475672E-5,-4.301433296801101,160000000,1
5640,3.141638925,4.6271410206966124E-5,1.4728430386686185E-5,-4.334687264369329,160000000,1
5661,3.14167965,8.699641020681881E-5,2.7691050615812726E-5,-4.060498667605921,160000000,1
5949,3.141572975,-1.9678589793237222E-5,-6.263928913902509E-6,-4.706006027193265,160000000,1
6094,3.1416985,1.058464102068335E-4,3.3690823676057235E-5,-3.975323866542069,160000000,1
6278,3.14155095,-4.1703589793051776E-5,-1.3274841139549805E-5,-4.3798265598892625,160000000,1
6390,3.1416207,2.804641020670573E-5,8.927369942114824E-6,-4.552122718264799,160000000,1
5954,3.141668175,7.552141020683578E-5,2.4038633617579864E-5,-4.121929909079042,160000000,1
5970,3.1416484,5.5746410206669594E-5,1.7744318621609472E-5,-4.253783093797835,160000000,1
6110,3.141578475,-1.4178589792912533E-5,-4.513205672162155E-6,-4.848366962073433,160000000,1
6152,3.14152925,-6.340358979306515E-5,-2.0182396771593056E-5,-4.197886152478143,160000000,1
5797,3.141559975,-3.267858979327798E-5,-1.0402026398772789E-5,-4.485736693210987,160000000,1
6000,3.141719425,1.2677141020667193E-4,4.035096488817487E-5,-3.896978678547842,160000000,1
6060,3.14153815,-5.450358979297576E-5,-1.734933245772481E-5,-4.263574892660276,160000000,1
6296,3.141524675,-6.797858979323834E-5,-2.163872540432564E-5,-4.167627849040506,160000000,1
5671,3.14167955,8.689641020698247E-5,2.7659221389075936E-5,-4.060998164397144,160000000,1
5733,3.141442375,-1.5027858979310693E-4,-4.7837449124976206E-5,-3.8231028889875827,160000000,1
5733,3.14166895,7.629641020701072E-5,2.428531185853007E-5,-4.117495895386698,160000000,1
5760,3.14151485,-7.780358979303514E-5,-2.4766265164411092E-5,-4.109000364561215,160000000,1
5828,3.1414899,-1.0275358979328075E-4,-3.270855328654113E-5,-3.9882029967007533,160000000,1
5468,3.1417287,1.3604641020670272E-4,4.330304211394915E-5,-3.86631291325937,160000000,1
5499,3.14203385,4.41196410206679E-4,1.4041745928570408E-4,-3.3553680298532726,160000000,1
5764,3.14173975,1.4709641020704822E-4,4.6820049371386735E-5,-3.8323979258196723,160000000,1
5797,3.141750075,1.574214102069149E-4,5.0106280400714215E-5,-3.8029362014408825,160000000,1
5906,3.141638075,4.5421410206802904E-5,1.4457874880066478E-5,-4.342739386287015,160000000,1
5938,3.1417863,1.9364641020702678E-4,6.163576759088509E-5,-3.7129905495001543,160000000,1
6016,3.1416548,6.214641020685363E-5,1.9781425447141305E-5,-4.206583952660006,160000000,1
6203,3.14176905,1.763964102070581E-4,5.6145568754348155E-5,-3.7535102573171777,160000000,1
6328,3.14174225,1.4959641020695358E-4,4.7615748938969636E-5,-3.8250788279021504,160000000,1
6360,3.14157515,-1.7503589793133045E-5,-5.571596717376964E-6,-4.756872873172662,160000000,1
6093,3.141674675,8.202141020685616E-5,2.6107544125922636E-5,-4.086072768091804,160000000,1
6140,3.1417365,1.43846410206816E-4,4.578563804024176E-5,-3.842100971777299,160000000,1
6194,3.141654275,6.162141020693568E-5,1.961431934038499E-5,-4.210268367069345,160000000,1
6203,3.141614825,2.2171410206883735E-5,7.057329253239609E-6,-4.654206682817387,160000000,1
6484,3.14157625,-1.6403589793156925E-5,-5.221452063484668E-6,-4.785061099711052,160000000,1
6000,3.141501775,-9.087858979306418E-5,-2.8928390401136787E-5,-4.041538420737836,160000000,1
6125,3.14169145,9.87964102070471E-5,3.144688515068757E-5,-4.005258835327292,160000000,1
6125,3.14143915,-1.53503589793047E-4,-4.886409777921276E-5,-3.813881463775838,160000000,1
6203,3.141515175,-7.747858979323397E-5,-2.466280933792846E-5,-4.1108182925810945,160000000,1
6242,3.1415202,-7.24535897931311E-5,-2.3063225820776547E-5,-4.139940092059949,160000000,1
5659,3.1417199,1.2724641020689376E-4,4.0502149859665644E-5,-3.8953544608523285,160000000,1
5769,3.141281525,-3.111285897929861E-4,-9.904511496879799E-5,-3.5070600794768305,160000000,1
5791,3.1414299,-1.6275358979322974E-4,-5.180876065171142E-5,-3.7884694235880514,160000000,1
5848,3.141560525,-3.2128589793067874E-5,-1.0226952349761867E-5,-4.493108336338605,160000000,1
5878,3.141447625,-1.4502858979303923E-4,-4.6166165126830413E-5,-3.8385463759343996,160000000,1
5907,3.141633175,4.0521410206828534E-5,1.2898199105256309E-5,-4.392315448938933,160000000,1
5704,3.14158635,-6.303589793255071E-6,-2.0064989756703876E-6,-5.2004120563564165,160000000,1
5735,3.141467,-1.256535897931066E-4,-3.999837967201521E-5,-3.9008250995499787,160000000,1
5781,3.141345125,-2.475285897931556E-4,-7.879700572319497E-5,-3.606374632397782,160000000,1
5938,3.141523,-6.965358979327263E-5,-2.2171917822429642E-5,-4.1570564960780025,160000000,1
5954,3.141656,6.334641020666609E-5,2.0163382052861962E-5,-4.198277991224261,160000000,1
6110,3.141594475,1.8214102071034688E-6,5.797725395807072E-7,-5.739592233985996,160000000,1
5984,3.141581725,-1.0928589793124388E-5,-3.4786902744426894E-6,-4.961435875065591,160000000,1
6078,3.14157525,-1.7403589793296703E-5,-5.5397653751240575E-6,-4.759361161681733,160000000,1
6203,3.141552925,-3.972858979306437E-5,-1.2646162818684447E-5,-4.400896850397948,160000000,1
6295,3.141713025,1.2037141020693198E-4,3.831394186836399E-5,-3.9194766514816775,160000000,1
6343,3.14171935,1.2669641020668365E-4,4.032709357272274E-5,-3.897235690164032,160000000,1
6418,3.14177005,1.7739641020675379E-4,5.646384279675522E-5,-3.7510551727972583,160000000,1
6158,3.141580725,-1.1928589793264166E-5,-3.797002476600109E-6,-4.9234108959108935,160000000,1
6277,3.1415553,-3.735358979328751E-5,-1.189015828984055E-5,-4.427667654825827,160000000,1
6314,3.1413572,-2.3545358979326636E-4,-7.49528228732684E-5,-3.628094683791987,160000000,1
6361,3.14179545,2.0279641020692907E-4,6.45479355465134E-5,-3.6929397369181904,160000000,1
6423,3.1416749,8.2246410206821E-5,2.6179160105592403E-5,-4.084883048531686,160000000,1
6454,3.14172295,1.3029641020700922E-4,4.147291542909893E-5,-3.885067549358507,160000000,1
6078,3.1416825,8.98464102068175E-5,2.8598182727509064E-5,-4.046499270347052,160000000,1
6184,3.141563375,-2.9278589793069187E-5,-9.319751441611197E-6,-4.533449844957819,160000000,1
6267,3.141800175,2.0752141020707882E-4,6.605175334140364E-5,-3.6829370900115768,160000000,1
6313,3.1414792,-1.1345358979308884E-4,-3.611470347888626E-5,-3.945181758019109,160000000,1
6344,3.14148375,-1.089035897932078E-4,-3.4666290982153835E-5,-3.9629578043426097,160000000,1
6376,3.1416584,6.57464102067351E-5,2.0927294389082882E-5,-4.182127954928961,160000000,1
5787,3.141486525,-1.0612858979319739E-4,-3.3782920585087466E-5,-3.974167606514686,160000000,1
5829,3.1413879,-2.0475358979332725E-4,-6.517933993230421E-5,-3.688768475336694,160000000,1
5946,3.1414367,-1.5595358979325624E-4,-4.964403382479623E-5,-3.8070046240523383,160000000,1
5945,3.1414595,-1.3315358979326675E-4,-4.238590050047335E-5,-3.8756471205777157,160000000,1
5981,3.141521325,-7.132858979330692E-5,-2.2705110809109952E-5,-4.146736362142772,160000000,1
6044,3.141486675,-1.0597858979322083E-4,-3.3735170878361545E-5,-3.9747818637337224,160000000,1
6055,3.1417517,1.5904641020680899E-4,5.0623481864212566E-5,-3.79847612878842,160000000,1
5745,3.1415627,-2.9953589792963697E-5,-9.534614665804282E-6,-4.523551122060959,160000000,1
5766,3.141487325,-1.0532858979317439E-4,-3.3528255535194426E-5,-3.9774537303895863,160000000,1
5800,3.141359875,-2.327785897930923E-4,-7.410121700656544E-5,-3.6330569671592556,160000000,1
5817,3.1413454,-2.4725358979305057E-4,-7.870945671655545E-5,-3.606857394307141,160000000,1
5818,3.1416324,3.974641020709768E-5,1.2651515246372452E-5,-4.400702089589905,160000000,1
5928,3.1414217,-1.7095358979313247E-4,-5.441917899565425E-5,-3.767121775177537,160000000,1
6035,3.141556575,-3.607858979304268E-5,-1.1484303698411887E-5,-4.442750446104295,160000000,1
5920,3.14166065,6.799641020682756E-5,2.164346114429245E-5,-4.167514014771981,160000000,1
6104,3.141706875,1.1422141020700494E-4,3.6356482240885356E-5,-3.942252482226405,160000000,1
6335,3.141762025,1.6937141020667568E-4,5.390968789454246E-5,-3.771159896469067,160000000,1
6400,3.141641125,4.8471410206918364E-5,1.5428691017952717E-5,-4.314514344911576,160000000,1
6432,3.141565,-2.7653589793175115E-5,-8.802488502760603E-6,-4.558248483665909,160000000,1
6486,3.14167155,7.889641020675242E-5,2.511287668080784E-5,-4.102942756776207,160000000,1
6611,3.1415524,-4.0253589792982325E-5,-1.2813279763527842E-5,-4.395195383426182,160000000,1
5845,3.141495225,-9.742858979322477E-5,-3.1013445132078715E-5,-4.0113135834960945,160000000,1
6005,3.141380925,-2.1172858979312537E-4,-6.739984575195234E-5,-3.6742204950695796,160000000,1
6124,3.1414857,-1.0695358979306846E-4,-3.404554405358855E-5,-3.9708046341765404,160000000,1
6124,3.1415006,-9.205358979302858E-5,-2.9302426296855897E-5,-4.0359592707460115,160000000,1
6160,3.14141665,-1.760035897930834E-4,-5.6026821463839695E-5,-3.754478474166372,160000000,1
6332,3.1417326,1.399464102069814E-4,4.4544341618055397E-5,-3.8540382372285045,160000000,1
6335,3.14173735,1.446964102069792E-4,4.605617659508654E-5,-3.8395422432184816,160000000,1
6130,3.141738725,1.4607141020706038E-4,4.6493812182634755E-5,-3.8354347779351805,160000000,1
6146,3.14163295,4.02964102068637E-5,1.2826581223265977E-5,-4.394733641124175,160000000,1
6172,3.1415931,4.464102070222964E-7,1.4209676199705697E-7,-6.35026588395672,160000000,1
6226,3.141575325,-1.7328589793308424E-5,-5.5158918697289E-6,-4.761236778884716,160000000,1
6259,3.14145325,-1.3940358979303014E-4,-4.4375509899130326E-5,-3.85572604254195,160000000,1
6290,3.14169355,1.0089641020671891E-4,3.211529342405752E-5,-3.996124285251168,160000000,1
6419,3.141813575,2.2092141020690903E-4,7.031652417725295E-5,-3.6557621932089788,160000000,1
5922,3.14165295,6.029641020699472E-5,1.919257510827054E-5,-4.219708543145112,160000000,1
5952,3.141530575,-6.20785897931242E-5,-1.9760619325859718E-5,-4.207058157278553,160000000,1
5969,3.14180865,2.159964102070866E-4,6.874906599009032E-5,-3.665553466627813,160000000,1
5953,3.14165375,6.109641020701773E-5,1.9447213177778654E-5,-4.21398430650186,160000000,1
5969,3.141640925,4.827141020680159E-5,1.5365031001052927E-5,-4.316310013464586,160000000,1
6000,3.1415563,-3.6353589793147734E-5,-1.1571840935382166E-5,-4.439452697586831,160000000,1
6031,3.14153805,-5.460358979325619E-5,-1.7381164551948112E-5,-4.262778804618454,160000000,1
6052,3.141477825,-1.1482858979317001E-4,-3.655241137765154E-5,-3.9399499687012836,160000000,1
5797,3.14160135,8.696410207065242E-6,2.7681456805667725E-6,-5.060659982897941,160000000,1
5828,3.141664125,7.147141020702463E-5,2.2749538895098987E-5,-4.145867648721738,160000000,1
5890,3.1414587,-1.3395358979328975E-4,-4.264057006170088E-5,-3.8730456433359013,160000000,1
5890,3.141836675,2.4402141020685164E-4,7.766839446129123E-5,-3.6125720674040305,160000000,1
5905,3.1414,-1.9265358979314584E-4,-6.132730304741384E-5,-3.7152228941888503,160000000,1
5937,3.1416075,1.4846410206992289E-5,4.725736810531643E-6,-4.828378544041181,160000000,1
5968,3.141490975,-1.016785897931527E-4,-3.2366347890957315E-5,-3.9927704857555746,160000000,1
5999,3.14150235,-9.030358979300601E-5,-2.8745351660490085E-5,-4.044294985054095,160000000,1
6047,3.1416972,1.045464102067406E-4,3.3277048535021325E-5,-3.980690874890015,160000000,1
6264,3.141565975,-2.667858979332749E-5,-8.492130996334556E-6,-4.573837130571177,160000000,1
6410,3.14171385,1.2119641020680305E-4,3.8576527332940604E-5,-3.9165102436224166,160000000,1
6469,3.1415859,-6.753589793184744E-6,-2.1497390197685648E-6,-5.170465321545817,160000000,1
6523,3.141359475,-2.3317858979332584E-4,-7.42285598477474E-5,-3.63231132853345,160000000,1
6577,3.14146525,-1.2740358979312916E-4,-4.055546684564764E-5,-3.8948183349097505,160000000,1
6609,3.1417664,1.737464102067321E-4,5.530214156174441E-5,-3.760084159650153,160000000,1
6781,3.14156445,-2.820358979294113E-5,-8.97756205286227E-6,-4.549695610544338,160000000,1
5985,3.14162045,2.779641020689283E-5,8.847793885124738E-6,-4.556011287823085,160000000,1
6389,3.141549875,-4.277858979317983E-5,-1.361703346924576E-5,-4.368773536153807,160000000,1
6391,3.141756425,1.6377141020695873E-4,5.212734154174881E-5,-3.785761911324479,160000000,1
6391,3.141540875,-5.177858979310557E-5,-1.648190867263682E-5,-4.2858497818928925,160000000,1
6406,3.141592775,1.214102067770284E-7,3.864606760722781E-8,-6.915744801229386,160000000,1
6437,3.141256075,-3.365785897933016E-4,-1.0714777202406257E-4,-3.47291351352466,160000000,1
6483,3.141649125,5.647141020670432E-5,1.7975085046043873E-5,-4.248171366905534,160000000,1
6482,3.1415866,-6.053589792998082E-6,-1.926921191030698E-6,-5.217987011306967,160000000,1
6297,3.141524575,-6.807858979307468E-5,-2.167055777148415E-5,-4.166989448978539,160000000,1
6423,3.141418375,-1.742785897929089E-4,-5.547767568301337E-5,-3.7587559628953144,160000000,1
6423,3.141586375,-6.278589792962919E-6,-1.9985411965516683E-6,-5.202137890324703,160000000,1
6454,3.141483225,-1.0942858979312575E-4,-3.483341528685889E-5,-3.960869197497361,160000000,1
6532,3.1416589,6.6246410206805E-5,2.108644264557333E-5,-4.178837650517429,160000000,1
6548,3.14160095,8.296410206831695E-6,2.640822414709193E-6,-5.081109782877556,160000000,1
6563,3.141700525,1.0787141020696112E-4,3.433535734821864E-5,-3.9670936436822837,160000000,1
6658,3.141545325,-4.732858979306087E-5,-1.5065384992674224E-5,-4.3248764356168605,160000000,1
